凯鹏华盈中国基金,盛世文锦,制造业,纺织行业,,四川>成都市,,6/24/13,VC-Series A,2000,万美元
凯鹏华盈中国基金,融360,互联网,互联网其它,,北京>海淀区,,7/22/13,VC-Series B,3000,万美元
凯鹏华盈中国基金,人人猎头,电信及增值,移动互联网,移动互联网其他,上海>浦东新区,,7/23/13,VC-Series B,400,万美元
凯鹏华盈中国基金,江西天人,化学工业,农药与化肥,,江西>吉安市,,3/28/13,PE-Growth,850,万美元
凯鹏华盈中国基金,辛巴达供应链,交通运输,物流,,北京>朝阳区,宗俊,9/1/13,VC-Series C,2000,万元
凯鹏华盈中国基金,喜马拉雅,电信及增值,移动互联网,移动互联网其他,上海>浦东新区,,11/6/13,VC-Series A,1150,万美元
凯鹏华盈中国基金,中国网通,电信及增值,电信运营及信息传输服务,电信运营,北京>西城区,,,VC,5000,万元
凯鹏华盈中国基金,欧姆尼制药,医疗健康,医药行业,,上海>浦东新区,,,VC-Series A,3000,万元
凯鹏华盈中国基金,Voltafield Technology,制造业,机械设备,,,,7/15/13,VC-Series B,300,万美元
凯鹏华盈中国基金,诺尔康电子,医疗健康,医疗设备,,浙江>杭州市,,12/24/13,VC-Series D,10000,万元
凯鹏华盈中国基金,美餐网,互联网,电子商务,,北京>朝阳区,,12/23/13,VC-Series B,500,万美元
凯鹏华盈中国基金,满座网,互联网,电子商务,,北京>东城区,周炜/马征,7/1/13,VC-Series C,200,万美元
凯鹏华盈中国基金,海博瑞德,汽车行业,汽车零部件,,北京>大兴区,梁英杰,4/24/13,VC-Series A,600,万美元
凯鹏华盈中国基金,康圣环球,医疗健康,医疗服务,,北京>海淀区,黄瑞晋,7/11/13,VC-Series D,200,万美元
凯鹏华盈中国基金,花瓣网,互联网,网络社区,,浙江>杭州市,周炜,5/2/13,VC-Series C,200,万美元
凯鹏华盈中国基金,灿世生物,制造业,制造业其他,,上海>长宁区,,9/13/13,VC-Series A,400,万美元
凯鹏华盈中国基金,CVie,医疗健康,医药行业,,,黄瑞晋,9/3/13,VC-Series A,500,万美元
凯鹏华盈中国基金,武汉喜康生物,医疗健康,生物技术,,湖北>武汉市,黄瑞晋,12/23/13,VC-Series A,3500,万美元
凯鹏华盈中国基金,迈迪顶峰,医疗健康,医疗设备,,北京>顺义区,,6/27/13,VC-Series B,700,万美元
凯鹏华盈中国基金,MyHero,电信及增值,移动互联网,,,周炜,9/24/13,VC-Series A,1000,万美元
凯鹏华盈中国基金,悠络客,IT,IT 服务,,上海>青浦区,,10/25/13,VC-Series A,200,万美元
凯鹏华盈中国基金,酷卡,互联网,网络社区,,北京>东城区,宗俊,5/29/13,VC-Series A,200,万美元
凯鹏华盈中国基金,美餐网,互联网,电子商务,,北京>朝阳区,,10/1/12,VC-Series B,500,万美元
凯鹏华盈中国基金,云智联,电信及增值,移动互联网,移动互联网其他,北京>海淀区,,3/1/14,VC-Series A,400,万美元
凯鹏华盈中国基金,花瓣网,互联网,网络社区,,浙江>杭州市,,1/1/14,VC-Series B,200,万美元
凯鹏华盈中国基金,瑞尔齿科,科学研究、技术服务和地质勘查业,科技交流和推广服务业,技术推广服务,北京>朝阳区,,4/18/14,VC-Series C,7000,万美元
凯鹏华盈中国基金,秒拍视频,电信及增值,移动互联网,移动互联网其他,北京>朝阳区,,9/25/14,VC-Series D,5000,万美元
凯鹏华盈中国基金,极路由,IT,硬件产业,,北京>海淀区,,7/3/14,VC-Series B,1000,万美元
凯鹏华盈中国基金,绿诺,制造业,制造业其他,,,,11/1/13,VC-Series A,300,万美元
凯鹏华盈中国基金,融360,互联网,互联网其它,,北京>海淀区,,7/23/14,VC-Series C,6000,万美元
凯鹏华盈中国基金,Zai,医疗健康,医药行业,,上海>浦东新区,,9/3/14,VC-Series A,3000,万美元
IDG资本,适普软件,IT,导航电子地图,,湖北>武汉市,,12/25/97,VC-Series A,120,万美元
IDG资本,伽玛星医疗,制造业,机械设备,,,章苏阳/,1/29/07,VC-Series A,500,万美元
IDG资本,中博传媒,文化传媒,影视音乐,,,王功权/,3/1/03,VC-Series A,500,万美元
IDG资本,中博传媒,文化传媒,影视音乐,,,王功权/,6/1/06,VC-Series B,1500,万美元
IDG资本,一茶一坐,住宿和餐饮业,餐饮业,正餐服务,上海>虹口区,章苏阳/熊晓鸽,11/10/05,VC-Series A,1400,万美元
IDG资本,一茶一坐,住宿和餐饮业,餐饮业,正餐服务,上海>虹口区,章苏阳/熊晓鸽,1/11/07,VC-Series B,1068,万美元
IDG资本,迅雷,互联网,互联网其它,,广东>深圳市,周全/杨飞,12/1/03,VC-Series A,1100,万美元
IDG资本,迅雷,互联网,互联网其它,,广东>深圳市,周全/杨飞,12/1/03,VC-Series A,1100,万美元
IDG资本,迅雷,互联网,互联网其它,,广东>深圳市,周全/杨飞,1/5/07,VC-Series B,3000,万美元
IDG资本,聚友网,互联网,网络社区,,,,12/7/06,VC-Series A,1000,万美元
IDG资本,分贝网,互联网,网络社区,,,王树/,10/12/04,VC-Series A,200,万美元
IDG资本,奇虎360,互联网,互联网其它,,北京>朝阳区,,3/1/06,VC-Series A,1630,万美元
IDG资本,奇虎360,互联网,互联网其它,,北京>朝阳区,,11/1/06,VC-Series B,2500,万美元
IDG资本,暴风影音,互联网,网络视频,,北京>海淀区,张震,10/1/06,VC-Series A,300,万美元
IDG资本,3GV8,电信及增值,电信运营及信息传输服务,电信运营,,张震/,8/1/05,VC-Series A,50,万美元
IDG资本,3GV8,电信及增值,电信运营及信息传输服务,电信运营,,张震/,12/31/06,VC-Series B,400,万美元
IDG资本,聚信,互联网,行业网站,,广东>深圳市,,9/11/06,VC-Series A,30,万美元
IDG资本,试用网,互联网,网络广告,,,,4/1/06,VC-Series A,500,万美元
IDG资本,YOKA时尚网,互联网,行业网站,,北京>朝阳区,熊晓鸽/,8/1/06,VC-Series A,300,万美元
IDG资本,快乐米,互联网,互联网其它,,,过以宏/,8/16/06,VC-Series A,500,万美元
IDG资本,3G门户,电信及增值,移动互联网,移动互联网其他,广东>广州市,杨飞/熊晓鸽,12/1/04,VC-Series A,200,万美元
IDG资本,3G门户,电信及增值,移动互联网,移动互联网其他,广东>广州市,杨飞/熊晓鸽,6/1/06,VC-Series B,2000,万美元
IDG资本,中博传媒,文化传媒,影视音乐,,,王功权/,3/1/07,VC-Series C,1500,万美元
IDG资本,富年科技,电信及增值,移动互联网,移动互联网其他,,,7/13/04,VC-Series A,250,万美元
IDG资本,方泰电子,IT,半导体芯片,,,毛丞宇/,6/1/06,VC-Series C,1200,万美元
IDG资本,考拉网,互联网,网络社区,,广东>深圳市,,6/1/06,VC-Series A,65,万美元
IDG资本,达内科技,教育及人力资源,教育培训,,北京>海淀区,李建光/熊晓鸽,12/1/03,VC-Series A,50,万美元
IDG资本,比特彗星,互联网,互联网其它,,,,6/29/06,VC-Series A,200,万美元
IDG资本,土豆网,互联网,网络视频,,上海>徐汇区,章苏阳,12/1/05,VC-Series A,49.8,万美元
IDG资本,土豆网,互联网,网络视频,,上海>徐汇区,章苏阳,5/15/06,VC-Series B,850,万美元
IDG资本,土豆网,互联网,网络视频,,上海>徐汇区,章苏阳,4/1/07,VC-Series C,1901.8884,万美元
IDG资本,博拉,互联网,行业网站,,,,5/13/06,VC-Series A,50,万美元
IDG资本,主流网,互联网,互联网其它,,广东>深圳市,张震/,4/1/06,VC-Series A,25,万美元
IDG资本,图吧,IT,导航电子地图,,北京>西城区,,1/13/05,VC-Series A,20,万美元
IDG资本,图吧,IT,导航电子地图,,北京>西城区,,9/11/06,VC-Series B,600,万美元
IDG资本,39健康网,互联网,行业网站,,广东>广州市,杨飞/,4/28/06,PE-Buyout,370,万美元
IDG资本,当当网,互联网,电子商务,,北京>朝阳区,周全,2/1/00,VC-Series A,800,万美元
IDG资本,海蝶国际,互联网,互联网其它,,,,2/1/06,VC-Series A,500,万美元
IDG资本,海蝶国际,互联网,互联网其它,,,,3/1/07,VC-Series B,3000,万美元
IDG资本,连宇通信,电信及增值,电信运营及信息传输服务,,,周全/,1/1/00,VC-Series A,650,万美元
IDG资本,天下门票,互联网,电子商务,,,杨飞/,5/20/07,VC-Series A,50,万美元
IDG资本,印象创新,文化传媒,影视音乐,,北京>朝阳区,熊晓鸽/李建光/,6/1/07,VC-Series A,2500,万美元
IDG资本,265上网导航,互联网,互联网其它,,北京>朝阳区,,12/1/04,VC-Series A,500,万美元
IDG资本,昆天科,IT,半导体芯片,,北京>海淀区,,4/25/08,VC-Series B,750,万美元
IDG资本,雅宝竞价交易网,互联网,电子商务,,,,2/1/00,VC-Series A,100,万美元
IDG资本,鲁班网络,互联网,电子商务,,,,1/1/02,VC-Series A,50,万美元
