6,,,,,,Drawing And Insulating Of Diversified Metal Wire,,,,,能源及矿业-能源开采与加工-能源开采,,
7,,,,,,,Copper Wire Drawing,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,Fiber Optic Cable,,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,"Rolling, Drawing, and Extruding of Copper",,,,,能源及矿业-能源开采与加工-能源开采,,
7,,,,,,,"Copper Powder, Paste and Flakes",,,,能源及矿业-能源开采与加工-能源开采,,
5,,,,,Smelting and Refining of Diversified Metals ,,,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,Primary Smelting And Refining Of Diversified Metals,,,,,能源及矿业-能源开采与加工-能源开采,,
7,,,,,,,Primary Smelting And Refining Of Copper,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,Secondary Smelting And Refining Of Diversified Metals,,,,,能源及矿业-能源开采与加工-能源开采,,
7,,,,,,,Secondary Smelting And Refining Of Copper,,,,能源及矿业-能源开采与加工-能源开采,,
4,,,,Gold,,,,,,,能源及矿业-能源开采与加工-能源开采,,
5,,,,,Gold Ores,,,,,,能源及矿业-能源开采与加工-能源开采,,
4,,,,Precious Metals and Minerals,,,,,,,能源及矿业-能源开采与加工-能源开采,,
5,,,,,Nonmetallic Mineral Mining,,,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,Nonmetallic Mining Geophysical Surveying,,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,Precious Gemstone Mining and Production,,,,,能源及矿业-能源开采与加工-能源开采,,
7,,,,,,,Diamond Mining,,,,能源及矿业-能源开采与加工-能源开采,,
7,,,,,,,Emerald Mining,,,,能源及矿业-能源开采与加工-能源开采,,
7,,,,,,,Gem Cutting And Lapidary Work,,,,能源及矿业-能源开采与加工-能源开采,,
7,,,,,,,Ruby Mining,,,,能源及矿业-能源开采与加工-能源开采,,
7,,,,,,,Sapphire Mining,,,,能源及矿业-能源开采与加工-能源开采,,
